               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  49,            0.039744,            0.031973,          0.00042593,             0.90128,             0.78493,             0.87089,             0.59853,            0.032596,            0.016009,          0.00067807,            0.005248,            0.005248,            0.005248
                  50,             0.03969,            0.032316,          0.00051534,             0.91032,             0.77809,             0.86961,             0.59748,             0.03264,            0.016015,          0.00069278,            0.005149,            0.005149,            0.005149
                  51,             0.03957,            0.032573,          0.00043239,             0.90537,             0.77591,             0.86798,             0.59579,            0.032514,            0.016074,          0.00071913,             0.00505,             0.00505,             0.00505
                  52,            0.039514,            0.032079,          0.00040809,             0.89759,             0.77431,             0.86706,             0.60058,            0.032273,            0.016141,          0.00075108,            0.004951,            0.004951,            0.004951
                  53,            0.039509,            0.032323,          0.00045259,             0.89623,              0.7845,             0.86716,             0.60062,            0.032228,            0.016125,          0.00076543,            0.004852,            0.004852,            0.004852
                  54,            0.039209,            0.032122,          0.00038838,             0.89812,             0.78857,             0.86736,             0.60041,            0.032639,            0.016114,          0.00066761,            0.004753,            0.004753,            0.004753
                  55,            0.039125,            0.031737,            0.000377,             0.90499,             0.78196,             0.86905,             0.60134,            0.032619,            0.016132,          0.00066122,            0.004654,            0.004654,            0.004654
                  56,            0.039131,            0.031882,          0.00040496,             0.90331,             0.78055,             0.86965,              0.6012,            0.032513,             0.01613,          0.00057506,            0.004555,            0.004555,            0.004555
                  57,            0.038985,            0.031527,          0.00046209,             0.90482,             0.78396,             0.87228,             0.60366,            0.032375,            0.016089,          0.00056858,            0.004456,            0.004456,            0.004456
                  58,            0.038864,            0.031511,          0.00037766,             0.91392,             0.78251,             0.87174,              0.6057,            0.032293,            0.015969,          0.00060243,            0.004357,            0.004357,            0.004357
                  59,            0.038914,            0.031337,          0.00038638,             0.90853,             0.78571,             0.87083,             0.60551,            0.032345,            0.015951,          0.00071838,            0.004258,            0.004258,            0.004258
                  60,            0.038748,            0.031275,           0.0004262,             0.91315,             0.78224,             0.87174,             0.60687,            0.032291,            0.016004,          0.00073935,            0.004159,            0.004159,            0.004159
                  61,            0.038798,            0.031532,          0.00042365,             0.91419,             0.78287,             0.87128,              0.6072,            0.032133,            0.016009,          0.00075329,             0.00406,             0.00406,             0.00406
                  62,            0.038699,            0.031169,          0.00035777,             0.90608,             0.78969,             0.87285,             0.60871,            0.032072,            0.015998,          0.00074484,            0.003961,            0.003961,            0.003961
                  63,            0.038312,            0.030912,          0.00037718,             0.91107,             0.78367,             0.87277,             0.60925,            0.032107,            0.015971,          0.00075643,            0.003862,            0.003862,            0.003862
                  64,            0.038332,            0.031122,          0.00035581,             0.90473,             0.79163,             0.87336,             0.61024,            0.032107,            0.015971,          0.00078317,            0.003763,            0.003763,            0.003763
                  65,            0.038248,            0.031115,            0.000342,               0.907,             0.79739,             0.87554,             0.61252,            0.032199,            0.015999,          0.00073863,            0.003664,            0.003664,            0.003664
                  66,            0.038002,            0.030722,           0.0003117,             0.90116,             0.80118,             0.87477,              0.6112,             0.03218,            0.016004,          0.00070841,            0.003565,            0.003565,            0.003565
                  67,            0.037789,            0.030566,          0.00034836,             0.89624,             0.80004,             0.87277,             0.60998,            0.032239,            0.016078,          0.00068524,            0.003466,            0.003466,            0.003466
                  68,             0.03791,            0.030623,          0.00036159,             0.89592,             0.79799,             0.87369,             0.60888,            0.032234,            0.016108,           0.0007281,            0.003367,            0.003367,            0.003367
                  69,            0.037783,            0.030698,          0.00030524,             0.90075,             0.79606,               0.872,             0.60987,            0.032236,            0.016124,          0.00074073,            0.003268,            0.003268,            0.003268
